tweet,message,match,polarity
872,"RT The lions share of supposed classical liberals concerned about free speech arent actually principled in their advocacy If they were principled theyd have backed mak95101 But most of them were either silent or piled on Khan cdnpoli,,
",free,Positive
872,"RT The lions share of supposed classical liberals concerned about free speech arent actually principled in their advocacy If they were principled theyd have backed mak95101 But most of them were either silent or piled on Khan cdnpoli,,
",principled,Positive
872,"RT The lions share of supposed classical liberals concerned about free speech arent actually principled in their advocacy If they were principled theyd have backed mak95101 But most of them were either silent or piled on Khan cdnpoli,,
",silent,Positive
873,"RT On October 29 Dorian Relief HFX is hosting a cultural evening in support of the Bahamian people at the Dalhousie University Club Tickets are 10 Unable to attend Donate instead Details dalstudentlife dalhousieu,,
",support,Positive
874,"RT A longawaited apology for the great mak95101 Masuma is always welcome as Anishinaabe Our circle always has a place from Masuma Her honour and strength makes us better whitefragilitycankissmyass,,
",great,Positive
874,"RT A longawaited apology for the great mak95101 Masuma is always welcome as Anishinaabe Our circle always has a place from Masuma Her honour and strength makes us better whitefragilitycankissmyass,,
",welcome,Positive
874,"RT A longawaited apology for the great mak95101 Masuma is always welcome as Anishinaabe Our circle always has a place from Masuma Her honour and strength makes us better whitefragilitycankissmyass,,
",better,Positive
875,"RT A longawaited apology for the great mak95101 Masuma is always welcome as Anishinaabe Our circle always has a place from Masuma Her honour and strength makes us better whitefragilitycankissmyass,,
",great,Positive
875,"RT A longawaited apology for the great mak95101 Masuma is always welcome as Anishinaabe Our circle always has a place from Masuma Her honour and strength makes us better whitefragilitycankissmyass,,
",welcome,Positive
875,"RT A longawaited apology for the great mak95101 Masuma is always welcome as Anishinaabe Our circle always has a place from Masuma Her honour and strength makes us better whitefragilitycankissmyass,,
",better,Positive
876,"RT This is awful mak95101 not only deserves a real apology and restitution for what shes endured she deserves to be lauded for her extraordinary antiracism work which made DalhousieU a far better place despite the administration,,
",awful,Negative
876,"RT This is awful mak95101 not only deserves a real apology and restitution for what shes endured she deserves to be lauded for her extraordinary antiracism work which made DalhousieU a far better place despite the administration,,
",extraordinary,Positive
876,"RT This is awful mak95101 not only deserves a real apology and restitution for what shes endured she deserves to be lauded for her extraordinary antiracism work which made DalhousieU a far better place despite the administration,,
",work,Positive
876,"RT This is awful mak95101 not only deserves a real apology and restitution for what shes endured she deserves to be lauded for her extraordinary antiracism work which made DalhousieU a far better place despite the administration,,
",better,Positive
877,"RT A longawaited apology for the great mak95101 Masuma is always welcome as Anishinaabe Our circle always has a place from Masuma Her honour and strength makes us better whitefragilitycankissmyass,,
",great,Positive
877,"RT A longawaited apology for the great mak95101 Masuma is always welcome as Anishinaabe Our circle always has a place from Masuma Her honour and strength makes us better whitefragilitycankissmyass,,
",welcome,Positive
877,"RT A longawaited apology for the great mak95101 Masuma is always welcome as Anishinaabe Our circle always has a place from Masuma Her honour and strength makes us better whitefragilitycankissmyass,,
",better,Positive
878,"RT This is awful mak95101 not only deserves a real apology and restitution for what shes endured she deserves to be lauded for her extraordinary antiracism work which made DalhousieU a far better place despite the administration,,
",awful,Negative
878,"RT This is awful mak95101 not only deserves a real apology and restitution for what shes endured she deserves to be lauded for her extraordinary antiracism work which made DalhousieU a far better place despite the administration,,
",extraordinary,Positive
878,"RT This is awful mak95101 not only deserves a real apology and restitution for what shes endured she deserves to be lauded for her extraordinary antiracism work which made DalhousieU a far better place despite the administration,,
",work,Positive
878,"RT This is awful mak95101 not only deserves a real apology and restitution for what shes endured she deserves to be lauded for her extraordinary antiracism work which made DalhousieU a far better place despite the administration,,
",better,Positive
879,"RT On October 29 Dorian Relief HFX is hosting a cultural evening in support of the Bahamian people at the Dalhousie University Club Tickets are 10 Unable to attend Donate instead Details dalstudentlife dalhousieu,,
",support,Positive
880,"Put down the selfhelp books Resilience is not a DIY endeavour Illustration by Xulin WangMichael Ungar is the Canada Research Chair in Child Family and Community Resilience a professor of social work at Dalhousie University,,
",work,Positive
881,"RT This is awful mak95101 not only deserves a real apology and restitution for what shes endured she deserves to be lauded for her extraordinary antiracism work which made DalhousieU a far better place despite the administration,,
",awful,Negative
